"No.","Time","Source","Destination","Protocol","Length","Info"
"5341","97.315947","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175826 Ack=2727938 Win=65536 Len=66 TSval=1672582514 TSecr=1672582497"
"5343","97.347333","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175892 Ack=2728962 Win=65536 Len=66 TSval=1672582546 TSecr=1672582529"
"5345","97.378828","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175958 Ack=2729986 Win=65536 Len=66 TSval=1672582577 TSecr=1672582560"
"5347","97.410621","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176024 Ack=2731010 Win=65536 Len=66 TSval=1672582609 TSecr=1672582592"
"5349","97.443358","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176090 Ack=2732034 Win=65536 Len=66 TSval=1672582642 TSecr=1672582624"
"5351","97.474939","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176156 Ack=2733058 Win=65536 Len=66 TSval=1672582673 TSecr=1672582656"
"5353","97.507600","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176222 Ack=2734082 Win=65536 Len=66 TSval=1672582706 TSecr=1672582688"
"5355","97.540303","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176288 Ack=2735106 Win=65536 Len=66 TSval=1672582738 TSecr=1672582721"
"5357","97.572324","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176354 Ack=2736130 Win=65536 Len=66 TSval=1672582771 TSecr=1672582753"
"5359","97.605084","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176420 Ack=2737154 Win=65536 Len=66 TSval=1672582803 TSecr=1672582785"
"5361","97.636169","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176486 Ack=2738178 Win=65536 Len=66 TSval=1672582834 TSecr=1672582818"
"5363","97.668187","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176552 Ack=2739202 Win=65536 Len=66 TSval=1672582866 TSecr=1672582849"
"5365","97.700347","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176618 Ack=2740226 Win=65536 Len=66 TSval=1672582899 TSecr=1672582882"
"5367","97.732024","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176684 Ack=2741250 Win=65536 Len=66 TSval=1672582930 TSecr=1672582913"
"5369","97.763910","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176750 Ack=2742274 Win=65536 Len=66 TSval=1672582962 TSecr=1672582945"
"5371","97.796536","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176816 Ack=2743298 Win=65536 Len=66 TSval=1672582995 TSecr=1672582977"
"5373","97.829168","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176882 Ack=2744322 Win=65536 Len=66 TSval=1672583027 TSecr=1672583009"
"5375","97.862752","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=176948 Ack=2745346 Win=65536 Len=66 TSval=1672583061 TSecr=1672583043"
"5377","97.894567","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177014 Ack=2746370 Win=65536 Len=66 TSval=1672583093 TSecr=1672583076"
"5379","97.927147","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177080 Ack=2747394 Win=65536 Len=66 TSval=1672583125 TSecr=1672583108"
"5381","97.959202","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177146 Ack=2748418 Win=65536 Len=66 TSval=1672583157 TSecr=1672583140"
"5383","97.991585","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177212 Ack=2749442 Win=65536 Len=66 TSval=1672583190 TSecr=1672583172"
"5385","98.024106","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177278 Ack=2750466 Win=65536 Len=66 TSval=1672583222 TSecr=1672583205"
"5387","98.056198","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177344 Ack=2751490 Win=65536 Len=66 TSval=1672583254 TSecr=1672583238"
"5389","98.089626","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177410 Ack=2752514 Win=65536 Len=66 TSval=1672583288 TSecr=1672583269"
"5391","98.122693","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177476 Ack=2753538 Win=65536 Len=66 TSval=1672583321 TSecr=1672583303"
"5393","98.154487","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177542 Ack=2754562 Win=65536 Len=66 TSval=1672583353 TSecr=1672583336"
"5395","98.185725","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177608 Ack=2755586 Win=65536 Len=66 TSval=1672583384 TSecr=1672583367"
"5397","98.217516","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177674 Ack=2756610 Win=65536 Len=66 TSval=1672583416 TSecr=1672583399"
"5399","98.250749","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177740 Ack=2757634 Win=65536 Len=66 TSval=1672583449 TSecr=1672583431"
"5401","98.282746","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177806 Ack=2758658 Win=65536 Len=66 TSval=1672583481 TSecr=1672583464"
"5403","98.314962","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177872 Ack=2759682 Win=65536 Len=66 TSval=1672583513 TSecr=1672583496"
"5405","98.346573","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=177938 Ack=2760706 Win=65536 Len=66 TSval=1672583545 TSecr=1672583528"
"5407","98.378655","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178004 Ack=2761730 Win=65536 Len=66 TSval=1672583577 TSecr=1672583560"
"5409","98.412463","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178070 Ack=2762754 Win=65536 Len=66 TSval=1672583611 TSecr=1672583592"
"5411","98.444630","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178136 Ack=2763778 Win=65536 Len=66 TSval=1672583643 TSecr=1672583626"
"5413","98.475914","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178202 Ack=2764802 Win=65536 Len=66 TSval=1672583674 TSecr=1672583657"
"5415","98.507194","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178268 Ack=2765826 Win=65536 Len=66 TSval=1672583705 TSecr=1672583688"
"5417","98.539204","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178334 Ack=2766850 Win=65536 Len=66 TSval=1672583737 TSecr=1672583720"
"5419","98.571411","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178400 Ack=2767874 Win=65536 Len=66 TSval=1672583770 TSecr=1672583753"
"5421","98.603258","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178466 Ack=2768898 Win=65536 Len=66 TSval=1672583801 TSecr=1672583784"
"5423","98.635301","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178532 Ack=2769922 Win=65536 Len=66 TSval=1672583833 TSecr=1672583816"
"5425","98.667664","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178598 Ack=2770946 Win=65536 Len=66 TSval=1672583866 TSecr=1672583848"
"5427","98.699525","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178664 Ack=2771970 Win=65536 Len=66 TSval=1672583898 TSecr=1672583880"
"5429","98.731348","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178730 Ack=2772994 Win=65536 Len=66 TSval=1672583930 TSecr=1672583912"
"5431","98.762533","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178796 Ack=2774018 Win=65536 Len=66 TSval=1672583961 TSecr=1672583944"
"5433","98.793414","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178862 Ack=2775042 Win=65536 Len=66 TSval=1672583992 TSecr=1672583975"
"5435","98.824427","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178928 Ack=2776066 Win=65536 Len=66 TSval=1672584023 TSecr=1672584006"
"5437","98.856252","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=178994 Ack=2777090 Win=65536 Len=66 TSval=1672584054 TSecr=1672584037"
"5439","98.889192","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179060 Ack=2778114 Win=65536 Len=66 TSval=1672584087 TSecr=1672584070"
"5441","98.922265","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179126 Ack=2779138 Win=65536 Len=66 TSval=1672584120 TSecr=1672584102"
"5443","98.953461","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179192 Ack=2780162 Win=65536 Len=66 TSval=1672584152 TSecr=1672584135"
"5445","98.985025","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179258 Ack=2781186 Win=65536 Len=66 TSval=1672584183 TSecr=1672584166"
"5447","99.017165","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179324 Ack=2782210 Win=65536 Len=66 TSval=1672584215 TSecr=1672584198"
"5449","99.048679","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179390 Ack=2783234 Win=65536 Len=66 TSval=1672584247 TSecr=1672584230"
"5451","99.079584","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179456 Ack=2784258 Win=65536 Len=66 TSval=1672584278 TSecr=1672584261"
"5453","99.111757","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179522 Ack=2785282 Win=65536 Len=66 TSval=1672584310 TSecr=1672584293"
"5455","99.143294","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179588 Ack=2786306 Win=65536 Len=66 TSval=1672584341 TSecr=1672584324"
"5457","99.175526","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179654 Ack=2787330 Win=65536 Len=66 TSval=1672584374 TSecr=1672584356"
"5459","99.207361","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179720 Ack=2788354 Win=65536 Len=66 TSval=1672584406 TSecr=1672584388"
"5461","99.240561","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179786 Ack=2789378 Win=65536 Len=66 TSval=1672584439 TSecr=1672584421"
"5463","99.272462","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179852 Ack=2790402 Win=65536 Len=66 TSval=1672584471 TSecr=1672584453"
"5465","99.304086","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179918 Ack=2791426 Win=65536 Len=66 TSval=1672584502 TSecr=1672584485"
"5467","99.336571","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=179984 Ack=2792450 Win=65536 Len=66 TSval=1672584535 TSecr=1672584517"
"5469","99.369344","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180050 Ack=2793474 Win=65536 Len=66 TSval=1672584568 TSecr=1672584550"
"5471","99.401433","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180116 Ack=2794498 Win=65536 Len=66 TSval=1672584600 TSecr=1672584582"
"5473","99.432998","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180182 Ack=2795522 Win=65536 Len=66 TSval=1672584631 TSecr=1672584614"
"5475","99.464733","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180248 Ack=2796546 Win=65536 Len=66 TSval=1672584663 TSecr=1672584646"
"5477","99.496714","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180314 Ack=2797570 Win=65536 Len=66 TSval=1672584695 TSecr=1672584678"
"5479","99.528264","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180380 Ack=2798594 Win=65536 Len=66 TSval=1672584726 TSecr=1672584709"
"5481","99.559815","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180446 Ack=2799618 Win=65536 Len=66 TSval=1672584758 TSecr=1672584741"
"5483","99.591560","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180512 Ack=2800642 Win=65536 Len=66 TSval=1672584790 TSecr=1672584773"
"5485","99.623761","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180578 Ack=2801666 Win=65536 Len=66 TSval=1672584822 TSecr=1672584805"
"5487","99.656278","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180644 Ack=2802690 Win=65536 Len=66 TSval=1672584854 TSecr=1672584837"
"5489","99.687538","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180710 Ack=2803714 Win=65536 Len=66 TSval=1672584886 TSecr=1672584869"
"5491","99.720736","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180776 Ack=2804738 Win=65536 Len=66 TSval=1672584919 TSecr=1672584901"
"5493","99.753300","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180842 Ack=2805762 Win=65536 Len=66 TSval=1672584951 TSecr=1672584935"
"5495","99.785610","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180908 Ack=2806786 Win=65536 Len=66 TSval=1672584984 TSecr=1672584967"
"5497","99.817405","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=180974 Ack=2807810 Win=65536 Len=66 TSval=1672585016 TSecr=1672584999"
"5499","99.849380","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181040 Ack=2808834 Win=65536 Len=66 TSval=1672585048 TSecr=1672585031"
"5501","99.882045","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181106 Ack=2809858 Win=65536 Len=66 TSval=1672585080 TSecr=1672585063"
"5503","99.913665","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181172 Ack=2810882 Win=65536 Len=66 TSval=1672585112 TSecr=1672585095"
"5505","99.945705","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181238 Ack=2811906 Win=65536 Len=66 TSval=1672585144 TSecr=1672585127"
"5507","99.977378","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181304 Ack=2812930 Win=65536 Len=66 TSval=1672585176 TSecr=1672585159"
"5509","100.009281","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181370 Ack=2813954 Win=65536 Len=66 TSval=1672585207 TSecr=1672585191"
"5511","100.041358","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181436 Ack=2814978 Win=65536 Len=66 TSval=1672585240 TSecr=1672585222"
"5513","100.073817","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181502 Ack=2816002 Win=65536 Len=66 TSval=1672585272 TSecr=1672585255"
"5515","100.106151","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181568 Ack=2817026 Win=65536 Len=66 TSval=1672585304 TSecr=1672585287"
"5517","100.137792","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181634 Ack=2818050 Win=65536 Len=66 TSval=1672585336 TSecr=1672585320"
"5519","100.169220","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181700 Ack=2819074 Win=65536 Len=66 TSval=1672585367 TSecr=1672585351"
"5521","100.200789","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181766 Ack=2820098 Win=65536 Len=66 TSval=1672585399 TSecr=1672585383"
"5523","100.232318","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181832 Ack=2821122 Win=65536 Len=66 TSval=1672585431 TSecr=1672585414"
"5525","100.265056","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181898 Ack=2822146 Win=65536 Len=66 TSval=1672585463 TSecr=1672585446"
"5527","100.297935","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=181964 Ack=2823170 Win=65536 Len=66 TSval=1672585496 TSecr=1672585479"
"5529","100.330042","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182030 Ack=2824194 Win=65536 Len=66 TSval=1672585528 TSecr=1672585511"
"5531","100.361760","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182096 Ack=2825218 Win=65536 Len=66 TSval=1672585560 TSecr=1672585543"
"5533","100.393988","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182162 Ack=2826242 Win=65536 Len=66 TSval=1672585592 TSecr=1672585575"
"5535","100.427936","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182228 Ack=2827266 Win=65536 Len=66 TSval=1672585626 TSecr=1672585609"
"5537","100.460721","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182294 Ack=2828290 Win=65536 Len=66 TSval=1672585659 TSecr=1672585642"
"5539","100.493358","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182360 Ack=2829314 Win=65536 Len=66 TSval=1672585692 TSecr=1672585674"
"5541","100.525110","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182426 Ack=2830338 Win=65536 Len=66 TSval=1672585723 TSecr=1672585706"
"5543","100.557681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182492 Ack=2831362 Win=65536 Len=66 TSval=1672585756 TSecr=1672585738"
"5545","100.589245","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182558 Ack=2832386 Win=65536 Len=66 TSval=1672585787 TSecr=1672585770"
"5547","100.620756","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182624 Ack=2833410 Win=65536 Len=66 TSval=1672585819 TSecr=1672585802"
"5549","100.653580","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182690 Ack=2834434 Win=65536 Len=66 TSval=1672585852 TSecr=1672585834"
"5551","100.685940","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182756 Ack=2835458 Win=65536 Len=66 TSval=1672585884 TSecr=1672585866"
"5553","100.717667","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182822 Ack=2836482 Win=65536 Len=66 TSval=1672585916 TSecr=1672585899"
"5555","100.749727","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182888 Ack=2837506 Win=65536 Len=66 TSval=1672585948 TSecr=1672585931"
"5557","100.781633","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=182954 Ack=2838530 Win=65536 Len=66 TSval=1672585980 TSecr=1672585963"
"5559","100.812942","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183020 Ack=2839554 Win=65536 Len=66 TSval=1672586011 TSecr=1672585994"
"5561","100.845175","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183086 Ack=2840578 Win=65536 Len=66 TSval=1672586043 TSecr=1672586026"
"5563","100.877581","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183152 Ack=2841602 Win=65536 Len=66 TSval=1672586076 TSecr=1672586058"
"5565","100.910361","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183218 Ack=2842626 Win=65536 Len=66 TSval=1672586109 TSecr=1672586090"
"5567","100.941661","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183284 Ack=2843650 Win=65536 Len=66 TSval=1672586140 TSecr=1672586123"
"5569","100.973731","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183350 Ack=2844674 Win=65536 Len=66 TSval=1672586172 TSecr=1672586155"
"5571","101.005206","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183416 Ack=2845698 Win=65536 Len=66 TSval=1672586203 TSecr=1672586187"
"5573","101.036742","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183482 Ack=2846722 Win=65536 Len=66 TSval=1672586235 TSecr=1672586218"
"5575","101.068567","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183548 Ack=2847746 Win=65536 Len=66 TSval=1672586267 TSecr=1672586250"
"5577","101.100612","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183614 Ack=2848770 Win=65536 Len=66 TSval=1672586299 TSecr=1672586282"
"5579","101.132661","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183680 Ack=2849794 Win=65536 Len=66 TSval=1672586331 TSecr=1672586314"
"5581","101.163836","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183746 Ack=2850818 Win=65536 Len=66 TSval=1672586362 TSecr=1672586346"
"5583","101.195806","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183812 Ack=2851842 Win=65536 Len=66 TSval=1672586394 TSecr=1672586377"
"5585","101.226485","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183878 Ack=2852866 Win=65536 Len=66 TSval=1672586425 TSecr=1672586408"
"5587","101.259339","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=183944 Ack=2853890 Win=65536 Len=66 TSval=1672586458 TSecr=1672586440"
"5589","101.292727","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184010 Ack=2854914 Win=65536 Len=66 TSval=1672586491 TSecr=1672586475"
"5591","101.324911","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184076 Ack=2855938 Win=65536 Len=66 TSval=1672586523 TSecr=1672586506"
"5593","101.356919","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184142 Ack=2856962 Win=65536 Len=66 TSval=1672586555 TSecr=1672586538"
"5595","101.388520","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184208 Ack=2857986 Win=65536 Len=66 TSval=1672586587 TSecr=1672586570"
"5597","101.420139","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184274 Ack=2859010 Win=65536 Len=66 TSval=1672586618 TSecr=1672586602"
"5599","101.452182","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184340 Ack=2860034 Win=65536 Len=66 TSval=1672586650 TSecr=1672586633"
"5601","101.484406","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184406 Ack=2861058 Win=65536 Len=66 TSval=1672586683 TSecr=1672586666"
"5603","101.515764","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184472 Ack=2862082 Win=65536 Len=66 TSval=1672586714 TSecr=1672586697"
"5605","101.549010","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184538 Ack=2863106 Win=65536 Len=66 TSval=1672586747 TSecr=1672586730"
"5607","101.581678","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184604 Ack=2864130 Win=65536 Len=66 TSval=1672586780 TSecr=1672586762"
"5609","101.614943","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184670 Ack=2865154 Win=65536 Len=66 TSval=1672586813 TSecr=1672586796"
"5611","101.646272","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184736 Ack=2866178 Win=65536 Len=66 TSval=1672586844 TSecr=1672586828"
"5613","101.678889","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184802 Ack=2867202 Win=65536 Len=66 TSval=1672586877 TSecr=1672586860"
"5615","101.712191","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184868 Ack=2868226 Win=65536 Len=66 TSval=1672586910 TSecr=1672586892"
"5617","101.745704","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=184934 Ack=2869250 Win=65536 Len=66 TSval=1672586944 TSecr=1672586926"
